t,gx,gy,gz,ax,ay,az,temp
7724,-362.00,-4066.00,32767.00,-20.00,2092.00,18048.00,-608.00
7781,-4117.00,-2452.00,24609.00,80.00,1520.00,18784.00,-592.00
7837,-3555.00,2530.00,29048.00,-164.00,2640.00,17492.00,-624.00
7894,-2998.00,3843.00,25240.00,436.00,1720.00,18972.00,-608.00
7951,-2683.00,5857.00,16806.00,-1352.00,1248.00,18076.00,-608.00
8007,-57.00,-2228.00,3724.00,-2508.00,1004.00,18408.00,-640.00
8064,225.00,-8277.00,-21316.00,-1072.00,276.00,17896.00,-624.00
8121,-3127.00,785.00,-32768.00,2132.00,2204.00,18084.00,-608.00
8177,-2906.00,-3165.00,-29969.00,1776.00,724.00,18488.00,-608.00
8233,181.00,3659.00,-27193.00,3116.00,-1316.00,16676.00,-608.00
8291,4004.00,2380.00,-23241.00,140.00,-280.00,18340.00,-608.00
8347,1234.00,1900.00,-17911.00,976.00,1704.00,19920.00,-624.00
8403,1683.00,3699.00,-12023.00,8.00,28.00,17836.00,-624.00
8460,920.00,3243.00,2259.00,-336.00,-716.00,18220.00,-624.00
8517,-13.00,3781.00,32767.00,228.00,1048.00,19228.00,-608.00
8573,-1648.00,-6248.00,32767.00,188.00,1712.00,16876.00,-608.00
8630,-7809.00,-957.00,32767.00,-644.00,-1348.00,16944.00,-608.00
8687,-4423.00,122.00,32767.00,-516.00,384.00,17972.00,-624.00
8743,-3394.00,2174.00,21703.00,-1288.00,-88.00,20416.00,-608.00
8800,-1410.00,1001.00,10200.00,704.00,-612.00,18448.00,-608.00
8856,1083.00,-3118.00,-10943.00,-1120.00,-1648.00,17928.00,-624.00
8913,3544.00,3992.00,-32768.00,1748.00,-32.00,18976.00,-592.00
8970,2395.00,4501.00,-32768.00,1372.00,876.00,17660.00,-592.00
9026,-1100.00,402.00,-24842.00,-1128.00,380.00,18108.00,-624.00
9083,3395.00,2289.00,-28171.00,876.00,-364.00,17912.00,-608.00
9140,4339.00,-4878.00,-20371.00,280.00,364.00,17736.00,-624.00
9196,4510.00,-1186.00,-9243.00,1944.00,2016.00,18972.00,-592.00
9253,870.00,1000.00,1845.00,608.00,540.00,18384.00,-608.00
9310,842.00,5219.00,27337.00,908.00,608.00,19828.00,-624.00
9366,-651.00,10482.00,32767.00,2024.00,4000.00,17700.00,-624.00
9423,-6972.00,8438.00,32767.00,-516.00,752.00,18324.00,-624.00
9480,-7011.00,2755.00,31636.00,-1392.00,3224.00,16464.00,-592.00
9536,-1772.00,3856.00,18542.00,-2604.00,1248.00,18344.00,-560.00
9593,-314.00,527.00,4495.00,-2524.00,-16.00,17328.00,-624.00
9650,-397.00,-4274.00,-8716.00,-2216.00,196.00,18824.00,-608.00
9706,-792.00,-6225.00,-32768.00,-2100.00,832.00,19104.00,-608.00
9762,936.00,-14334.00,-32768.00,2192.00,648.00,17428.00,-608.00
9820,-216.00,-548.00,-31016.00,952.00,2892.00,18772.00,-624.00
9876,3470.00,6152.00,-23176.00,1608.00,-248.00,17924.00,-608.00
9932,5497.00,831.00,-20470.00,920.00,1500.00,19208.00,-608.00
9990,2026.00,3508.00,-14585.00,528.00,1836.00,17404.00,-592.00
10046,1665.00,5147.00,1379.00,128.00,-228.00,19136.00,-640.00
10102,3431.00,3079.00,21535.00,-268.00,1768.00,18532.00,-624.00
10160,600.00,826.00,32767.00,876.00,5104.00,18340.00,-624.00
10216,-8604.00,4075.00,32767.00,704.00,1440.00,18420.00,-608.00
10272,-6137.00,-321.00,32767.00,-332.00,2548.00,16828.00,-608.00
10330,-3850.00,464.00,23478.00,-88.00,1324.00,18724.00,-656.00
10386,-1870.00,774.00,14235.00,784.00,264.00,17428.00,-640.00
10442,-1451.00,932.00,3526.00,-392.00,524.00,17396.00,-624.00
10499,4634.00,4534.00,-13083.00,-1124.00,836.00,18172.00,-608.00
10556,5181.00,3393.00,-32768.00,-852.00,824.00,19740.00,-608.00
