t,gx,gy,gz,ax,ay,az,temp
3593,77.00,-2.00,-184.00,836.00,-128.00,18872.00,-2336.00
3609,83.00,32.00,-174.00,900.00,-120.00,18684.00,-2352.00
3625,67.00,33.00,-158.00,768.00,-108.00,18488.00,-2368.00
3642,66.00,5.00,-160.00,880.00,-104.00,18672.00,-2384.00
3658,85.00,-15.00,-197.00,920.00,-176.00,18704.00,-2336.00
3675,100.00,-6.00,-155.00,764.00,-84.00,18732.00,-2352.00
3691,92.00,26.00,-155.00,736.00,-220.00,18616.00,-2320.00
3707,93.00,6.00,-186.00,920.00,-220.00,18404.00,-2400.00
3724,87.00,-14.00,-172.00,836.00,-224.00,18584.00,-2352.00
3740,96.00,0.00,-178.00,796.00,-152.00,18908.00,-2336.00
3757,83.00,-10.00,-193.00,856.00,-164.00,18780.00,-2368.00
3773,85.00,13.00,-160.00,820.00,-144.00,18732.00,-2352.00
3788,81.00,-8.00,-153.00,936.00,-168.00,18684.00,-2368.00
3805,95.00,-15.00,-197.00,764.00,-204.00,18552.00,-2320.00
3821,90.00,-13.00,-186.00,872.00,-24.00,18772.00,-2336.00
3837,78.00,-42.00,-162.00,796.00,-84.00,18820.00,-2320.00
3854,81.00,12.00,-215.00,760.00,-184.00,18656.00,-2368.00
3870,86.00,-8.00,-166.00,720.00,-192.00,18416.00,-2352.00
3887,103.00,-2.00,-173.00,836.00,-156.00,18636.00,-2336.00
3903,72.00,-18.00,-164.00,824.00,-184.00,18816.00,-2320.00
3919,76.00,-1.00,-176.00,804.00,-112.00,18780.00,-2368.00
3936,95.00,26.00,-155.00,756.00,-180.00,18552.00,-2352.00
3952,92.00,15.00,-174.00,884.00,-168.00,18556.00,-2368.00
3969,82.00,-36.00,-181.00,872.00,-72.00,18428.00,-2368.00
3985,108.00,-33.00,-163.00,792.00,-156.00,18816.00,-2336.00
4001,98.00,-18.00,-174.00,732.00,-96.00,18940.00,-2352.00
4018,91.00,-20.00,-166.00,796.00,-152.00,18796.00,-2368.00
4034,95.00,-5.00,-133.00,820.00,-176.00,18676.00,-2352.00
4050,96.00,-9.00,-180.00,896.00,-100.00,18432.00,-2320.00
4067,91.00,-28.00,-176.00,776.00,-108.00,18708.00,-2336.00
4083,57.00,-8.00,-184.00,788.00,-120.00,18696.00,-2352.00
4100,67.00,13.00,-178.00,864.00,-204.00,18488.00,-2368.00
4116,66.00,-22.00,-184.00,840.00,-84.00,18536.00,-2336.00
4132,112.00,-11.00,-167.00,756.00,-160.00,18608.00,-2352.00
4149,83.00,23.00,-205.00,856.00,-204.00,18692.00,-2368.00
4165,66.00,-2.00,-153.00,792.00,-56.00,18696.00,-2336.00
4182,86.00,26.00,-147.00,724.00,-104.00,18728.00,-2368.00
4198,73.00,17.00,-171.00,892.00,-104.00,18544.00,-2336.00
4213,70.00,-13.00,-206.00,864.00,-204.00,18532.00,-2336.00
4230,94.00,-11.00,-163.00,820.00,-224.00,18704.00,-2320.00
4246,74.00,-7.00,-200.00,844.00,-116.00,18672.00,-2368.00
4262,91.00,23.00,-212.00,872.00,-160.00,18704.00,-2352.00
4279,66.00,-8.00,-182.00,852.00,-108.00,18628.00,-2368.00
4295,64.00,-12.00,-178.00,824.00,-140.00,18612.00,-2368.00
4312,81.00,9.00,-184.00,732.00,-140.00,18832.00,-2352.00
4328,90.00,9.00,-144.00,764.00,-84.00,18752.00,-2336.00
4344,97.00,37.00,-185.00,808.00,-232.00,18708.00,-2336.00
4361,96.00,23.00,-167.00,872.00,-156.00,18564.00,-2384.00
4377,67.00,-45.00,-185.00,848.00,-112.00,18664.00,-2368.00
4393,100.00,27.00,-189.00,844.00,-208.00,18820.00,-2352.00
4410,85.00,23.00,-160.00,812.00,-160.00,18656.00,-2352.00
4426,60.00,-16.00,-194.00,888.00,-132.00,18672.00,-2368.00
4443,84.00,19.00,-170.00,816.00,-92.00,18668.00,-2320.00
4459,83.00,-3.00,-164.00,912.00,-76.00,18716.00,-2336.00
4475,89.00,-38.00,-180.00,776.00,-208.00,18620.00,-2368.00
4492,71.00,31.00,-182.00,784.00,-176.00,18728.00,-2352.00
4508,79.00,11.00,-186.00,840.00,-132.00,18520.00,-2336.00
4525,101.00,-10.00,-194.00,780.00,-184.00,18688.00,-2320.00
4541,97.00,3.00,-163.00,772.00,-60.00,18600.00,-2368.00
4557,97.00,-3.00,-159.00,856.00,-124.00,18708.00,-2368.00
4574,90.00,-14.00,-165.00,712.00,-156.00,18704.00,-2352.00
4590,99.00,14.00,-186.00,756.00,-176.00,18608.00,-2336.00
4606,89.00,-4.00,-198.00,832.00,-116.00,18560.00,-2352.00
4622,82.00,-31.00,-182.00,848.00,-64.00,18712.00,-2352.00
4638,76.00,17.00,-174.00,792.00,-188.00,18732.00,-2336.00
4655,86.00,-18.00,-174.00,776.00,-216.00,18616.00,-2352.00
4671,96.00,5.00,-186.00,828.00,-168.00,18612.00,-2368.00
4687,76.00,21.00,-173.00,880.00,-124.00,18568.00,-2352.00
4704,57.00,-14.00,-171.00,804.00,-32.00,18624.00,-2368.00
4720,78.00,5.00,-178.00,832.00,-148.00,18864.00,-2352.00
4737,73.00,-19.00,-165.00,848.00,-144.00,18696.00,-2352.00
4753,80.00,25.00,-185.00,780.00,-164.00,18756.00,-2352.00
4769,85.00,10.00,-183.00,856.00,-80.00,18580.00,-2368.00
4786,99.00,-16.00,-133.00,788.00,-188.00,18528.00,-2336.00
4802,90.00,17.00,-194.00,824.00,-56.00,18812.00,-2352.00
4818,73.00,-35.00,-155.00,820.00,-188.00,18716.00,-2336.00
4835,87.00,12.00,-179.00,760.00,-120.00,18780.00,-2352.00
4851,105.00,-6.00,-187.00,812.00,-140.00,18668.00,-2336.00
4868,83.00,-28.00,-176.00,848.00,-92.00,18704.00,-2352.00
4884,87.00,-2.00,-174.00,836.00,-212.00,18764.00,-2368.00
4900,74.00,7.00,-181.00,824.00,-288.00,18792.00,-2368.00
4917,90.00,2.00,-163.00,804.00,-12.00,18596.00,-2352.00
4933,71.00,7.00,-196.00,776.00,-160.00,18560.00,-2352.00
4948,101.00,10.00,-212.00,856.00,-148.00,18676.00,-2336.00
4966,84.00,-15.00,-167.00,768.00,-176.00,18708.00,-2352.00
4982,89.00,48.00,-169.00,752.00,-96.00,18732.00,-2368.00
4998,83.00,17.00,-201.00,872.00,-108.00,18652.00,-2352.00
5014,54.00,-6.00,-201.00,816.00,-204.00,18644.00,-2336.00
5030,109.00,15.00,-160.00,764.00,-180.00,18600.00,-2352.00
5047,84.00,-5.00,-189.00,804.00,-204.00,18800.00,-2336.00
5063,81.00,39.00,-163.00,820.00,-96.00,18884.00,-2384.00
5080,78.00,22.00,-192.00,764.00,-240.00,18656.00,-2336.00
5096,76.00,-13.00,-157.00,824.00,-100.00,18540.00,-2384.00
5112,99.00,-18.00,-169.00,896.00,-116.00,18768.00,-2336.00
5129,86.00,-17.00,-159.00,844.00,-200.00,18760.00,-2384.00
5145,92.00,10.00,-201.00,832.00,-160.00,18656.00,-2368.00
5161,81.00,33.00,-157.00,776.00,4.00,18704.00,-2352.00
5178,79.00,-4.00,-164.00,860.00,-168.00,18652.00,-2352.00
5194,95.00,-9.00,-190.00,892.00,-136.00,18788.00,-2336.00
5211,93.00,0.00,-156.00,884.00,-112.00,18784.00,-2352.00
5227,89.00,3.00,-176.00,860.00,-216.00,18764.00,-2288.00
5243,84.00,-21.00,-181.00,816.00,-132.00,18768.00,-2336.00
5260,89.00,13.00,-189.00,916.00,-168.00,18464.00,-2352.00
5276,88.00,-45.00,-183.00,752.00,-176.00,18652.00,-2336.00
5293,67.00,-13.00,-167.00,776.00,-172.00,18844.00,-2368.00
5309,87.00,16.00,-177.00,800.00,-56.00,18696.00,-2368.00
5325,87.00,-1.00,-174.00,812.00,-244.00,18664.00,-2400.00
5342,105.00,3.00,-177.00,796.00,-144.00,18628.00,-2336.00
5357,84.00,-40.00,-168.00,888.00,-72.00,18676.00,-2336.00
5373,89.00,-33.00,-170.00,856.00,-176.00,18872.00,-2320.00
5390,73.00,-13.00,-191.00,784.00,-164.00,18720.00,-2336.00
5406,77.00,-12.00,-215.00,880.00,-180.00,18684.00,-2352.00
5423,84.00,-5.00,-194.00,804.00,-184.00,18724.00,-2368.00
5439,101.00,-35.00,-167.00,828.00,-88.00,18764.00,-2368.00
