t,gx,gy,gz,ax,ay,az,temp
1849,-1572.00,-51.00,914.00,1436.00,820.00,18376.00,-2304.00
1865,-1555.00,-63.00,995.00,1308.00,744.00,18600.00,-2336.00
1882,-1990.00,138.00,816.00,1684.00,856.00,18808.00,-2336.00
1898,-1967.00,291.00,902.00,1252.00,732.00,18284.00,-2320.00
1914,-1457.00,163.00,712.00,904.00,372.00,17992.00,-2320.00
1931,-891.00,27.00,209.00,1136.00,124.00,18372.00,-2336.00
1948,-516.00,407.00,-122.00,1568.00,636.00,18748.00,-2320.00
1965,-600.00,474.00,224.00,1748.00,756.00,18768.00,-2320.00
1981,-837.00,85.00,809.00,1684.00,496.00,18712.00,-2320.00
1997,-1045.00,-88.00,837.00,1632.00,388.00,18824.00,-2352.00
2014,-1367.00,39.00,993.00,1568.00,340.00,18908.00,-2320.00
2030,-973.00,498.00,459.00,1496.00,300.00,18544.00,-2304.00
2046,-392.00,679.00,7.00,1528.00,340.00,18336.00,-2352.00
2063,-163.00,808.00,-53.00,1712.00,436.00,18952.00,-2352.00
2079,-605.00,805.00,464.00,1476.00,324.00,18744.00,-2352.00
2096,-784.00,398.00,971.00,736.00,16.00,18252.00,-2352.00
2113,-1053.00,-45.00,1240.00,1016.00,196.00,18860.00,-2336.00
2129,-1345.00,-418.00,1302.00,1248.00,260.00,18672.00,-2320.00
2146,-1163.00,-217.00,686.00,1340.00,24.00,18644.00,-2336.00
2162,-818.00,18.00,486.00,1464.00,-264.00,18336.00,-2336.00
2179,-456.00,87.00,373.00,1044.00,56.00,18564.00,-2336.00
2195,-565.00,12.00,573.00,1140.00,-32.00,18676.00,-2384.00
2211,-368.00,-68.00,504.00,872.00,-168.00,18416.00,-2320.00
2228,-198.00,-289.00,259.00,1244.00,-240.00,18492.00,-2304.00
2244,-183.00,-273.00,168.00,1528.00,-248.00,18684.00,-2320.00
2262,-278.00,-236.00,9.00,1616.00,-192.00,18972.00,-2320.00
2278,-503.00,-157.00,173.00,1788.00,-104.00,18856.00,-2336.00
2294,-362.00,-33.00,162.00,1416.00,-332.00,18492.00,-2320.00
2311,-236.00,96.00,100.00,1524.00,-244.00,18780.00,-2336.00
2327,-126.00,182.00,152.00,1452.00,-252.00,18760.00,-2336.00
2343,-82.00,116.00,201.00,1440.00,-156.00,18644.00,-2336.00
2360,-354.00,-73.00,400.00,1532.00,0.00,18860.00,-2336.00
2376,-541.00,-289.00,494.00,1240.00,-36.00,18696.00,-2320.00
2393,-473.00,-289.00,337.00,1216.00,-464.00,18572.00,-2288.00
2409,-283.00,-11.00,-85.00,1372.00,-420.00,18484.00,-2352.00
2425,-197.00,111.00,-176.00,1396.00,-308.00,18804.00,-2336.00
2442,-200.00,-30.00,-166.00,1480.00,-280.00,18624.00,-2320.00
2458,-13.00,-101.00,-295.00,1208.00,-364.00,18548.00,-2320.00
2476,70.00,-22.00,-373.00,1364.00,-280.00,18668.00,-2320.00
2492,30.00,73.00,-473.00,1732.00,-160.00,19036.00,-2336.00
2508,-120.00,106.00,-317.00,1524.00,-32.00,19000.00,-2320.00
2525,-249.00,91.00,-88.00,1536.00,-132.00,18616.00,-2352.00
2541,-175.00,-79.00,-73.00,1248.00,-364.00,18512.00,-2384.00
2557,-15.00,-132.00,-200.00,1260.00,-368.00,18688.00,-2336.00
2574,-14.00,-99.00,-138.00,1464.00,-336.00,18600.00,-2336.00
2590,-304.00,-429.00,58.00,1564.00,-124.00,18588.00,-2352.00
